 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1840,97,57,1479.517,1425.745,0,14.540,4.848,31.059,238.895,2082.129,0.000
1841,97,58,1481.891,1398.396,0,10.209,5.723,43.217,383.729,3751.179,0.000
1842,97,59,1521.651,1407.919,0,2.875,8.147,80.975,864.448,9603.930,0.413
1843,97,60,1561.004,1350.774,0,4.167,7.581,68.630,679.287,7083.437,55.767
1844,97,61,1769.769,1465.249,0,3.776,6.016,44.830,383.600,3619.401,4.964
1845,97,62,1796.032,1436.138,0,3.848,7.180,59.056,537.896,5271.082,45.353
1846,97,63,1734.940,1398.040,0,3.634,8.073,75.144,761.882,8133.257,7.466
1847,97,64,1517.139,1602.358,0,3.646,6.115,52.460,520.102,5539.752,14.246
1848,97,67,1613.813,1629.548,0,3.812,6.331,53.979,523.604,5439.032,0.014
1849,97,69,1713.556,1825.652,0,5.637,4.729,34.400,317.878,3313.094,0.185
1850,97,70,1707.804,1811.619,0,4.764,5.445,43.420,421.068,4499.681,2.236E-6
1851,97,72,1560.907,1788.531,0,4.633,7.729,67.500,640.003,6422.625,0.000
1852,97,73,1528.013,1579.561,0,6.635,4.432,28.762,240.923,2361.475,9.247E-6
1853,97,74,1525.129,1567.393,0,7.011,5.026,34.100,284.750,2746.292,8.307E-5
1854,97,75,1528.871,1552.913,0,6.038,5.025,39.011,378.941,4072.974,9.195
1855,97,76,1671.359,1773.835,0,5.009,6.151,51.424,493.461,5068.387,0.812
1856,97,77,1660.561,1757.965,0,3.983,5.381,42.028,396.313,4099.226,5.863
1857,97,79,1537.858,1803.212,0,4.232,7.269,62.070,583.000,5840.021,11.394
1858,97,80,1349.944,1915.753,0,4.227,5.988,47.651,444.148,4544.391,0.984
1859,97,83,1396.407,1842.039,0,3.906,7.949,74.769,773.495,8437.919,3.060E-26
1860,97,84,1206.914,1798.915,0,3.397,5.802,51.492,527.168,5706.783,0.146
1861,97,85,1141.303,1842.320,0,4.559,6.924,60.727,598.415,6286.976,6.930
1862,97,86,1042.899,2038.998,0,3.707,4.928,39.776,398.808,4354.721,4.802E-5
1863,97,87,1271.005,1922.995,0,6.291,5.163,36.286,316.132,3163.386,0.475
1864,97,88,1052.512,2026.087,0,3.100,6.342,51.246,467.175,4565.273,7.260E-4
1865,97,91,1025.002,1947.560,0,2.678,6.792,60.288,598.440,6288.329,1.578
1866,97,92,949.082,2035.038,0,3.201,7.376,67.056,673.425,7138.723,2.523
1867,97,94,450.358,1932.453,0,3.288,6.840,55.226,495.444,4761.534,0.004
1868,97,95,679.414,2034.523,0,3.006,8.086,72.650,689.779,6801.302,0.011
1869,97,98,1030.624,2036.879,0,10.186,5.550,37.359,284.314,2365.822,2.304E-38
1870,97,99,1016.998,2014.928,0,15.158,5.519,37.364,288.767,2458.628,0.000
1871,97,100,827.957,2035.250,0,3.040,6.313,50.816,469.749,4726.400,0.000
1872,97,101,975.172,1883.041,0,5.575,5.586,42.024,369.311,3550.588,5.302
1873,97,103,970.258,1860.542,0,5.082,5.146,37.059,322.833,3154.418,0.492
1874,97,104,829.319,2006.978,0,4.841,5.230,37.506,322.904,3100.538,0.004
1875,97,105,1078.491,1942.454,0,3.148,7.206,60.757,562.030,5542.923,7.035
1876,97,106,803.643,1852.559,0,4.894,8.088,75.108,752.613,7892.276,0.197
1877,97,107,928.329,1795.889,0,4.029,6.954,62.140,613.318,6385.631,11.198
1878,97,108,766.950,1751.927,0,3.702,7.729,68.798,676.682,7116.954,9.857E-36
1879,97,109,866.173,1812.602,0,3.058,7.449,65.332,635.347,6591.251,2.687
1880,97,112,1015.202,1670.061,0,4.485,5.399,43.331,417.329,4373.195,0.635
1881,97,113,1015.082,1676.272,0,4.847,5.318,41.659,392.214,4037.462,0.355
1882,97,114,1014.358,1670.024,0,4.998,5.441,41.026,372.699,3780.716,1.238
1883,97,115,1003.070,1670.755,0,4.269,5.749,44.074,399.694,4002.496,1.190
1884,97,116,918.684,1673.887,0,4.127,8.266,79.681,818.661,8758.413,0.004
1885,97,117,967.662,1736.488,0,3.700,7.226,60.753,563.358,5593.146,39.097
1886,97,118,906.022,1722.122,0,5.655,8.258,76.184,754.422,7854.785,1.611E-9
1887,97,119,837.239,1937.045,0,4.084,6.428,53.590,510.271,5224.297,19.291
1888,97,120,899.587,1876.973,0,3.680,6.979,60.596,582.919,5955.369,15.507
1889,97,122,910.339,1796.348,0,3.585,7.377,62.558,586.430,5893.250,53.293
1890,97,123,892.329,1754.283,0,4.606,6.927,61.635,616.031,6538.283,26.668
1891,97,124,878.954,1756.346,0,3.788,6.749,56.826,542.743,5575.579,30.913
1892,97,125,893.731,1906.057,0,6.680,7.996,73.192,725.296,7566.550,4.250E-10
1893,97,126,899.310,1890.436,0,9.830,7.805,72.141,721.206,7554.707,0.000
1894,97,127,900.274,1884.280,0,15.139,5.145,31.462,214.359,1580.867,5.282E-26
1895,97,128,1035.137,1826.055,0,3.543,7.062,60.965,580.975,5879.850,7.436
1896,97,129,1004.296,1924.297,0,2.919,7.669,69.250,693.107,7372.884,0.064
1897,97,131,1015.745,1864.781,0,4.999,5.160,36.942,315.986,2983.861,4.535E-5
1898,97,132,892.838,1866.261,0,15.566,4.950,29.864,204.997,1553.232,0.000
1899,97,133,881.834,1861.327,0,15.726,3.160,12.926,65.042,404.797,7.120E-32
1900,97,134,885.544,1854.272,0,15.454,2.923,11.098,52.520,315.504,0.000
1901,97,135,882.079,1847.992,0,17.147,3.016,11.634,54.832,322.138,0.000
1902,97,136,880.260,1842.973,0,16.869,3.570,15.949,83.639,505.795,0.000
1903,97,137,1036.659,1929.921,0,3.585,7.424,64.555,619.352,6307.474,8.945
1904,97,138,1132.653,1937.900,0,5.655,5.962,46.201,422.948,4290.851,2.466
1905,97,139,1193.933,1842.331,0,5.148,5.846,45.244,413.785,4170.879,1.923
1906,97,141,1180.852,1840.056,0,5.836,5.429,39.735,354.488,3572.571,0.008
1907,97,142,1299.895,1798.916,0,3.845,7.101,63.961,634.240,6638.376,2.229E-7
1908,97,143,1131.239,1917.958,0,6.120,5.756,46.087,436.970,4537.107,1.022E-10
1909,97,144,1130.502,1915.471,0,6.337,4.751,38.306,389.836,4352.173,9.260
1910,97,146,1333.292,1929.987,0,4.736,6.904,62.318,631.369,6776.134,11.742
1911,97,147,1412.381,1966.774,0,3.355,7.729,71.558,728.386,7829.680,1.939
1912,97,148,1339.525,1840.520,0,3.662,6.022,49.754,474.144,4843.440,0.010
1913,97,149,1303.111,1782.959,0,4.087,7.301,65.301,640.491,6619.233,17.033
1914,97,150,1439.216,1837.255,0,4.162,7.625,68.210,668.422,6945.146,0.679
1915,97,152,1434.002,1833.768,0,3.751,7.728,73.719,759.950,8163.550,2.389
1916,97,154,1440.010,1721.968,0,3.939,7.790,70.085,687.688,7141.829,14.076
1917,97,155,1439.715,1754.697,0,3.762,7.720,67.710,647.193,6579.187,23.695
1918,97,156,1394.201,1718.207,0,2.688,6.405,49.249,430.992,4134.325,1.762E-10
1919,97,157,1298.925,1903.589,0,3.692,7.208,64.237,641.065,6818.289,12.727
1920,97,159,1288.722,1865.365,0,3.690,7.761,74.906,776.003,8330.300,21.592
1921,97,160,1262.126,1973.466,0,3.313,6.811,57.083,537.448,5420.764,19.701
1922,97,165,1277.018,2003.956,0,3.993,7.093,65.788,678.955,7382.045,1.152
1923,97,166,1301.514,1934.929,0,4.061,7.042,66.116,688.722,7532.889,23.785
1924,97,167,1299.971,1852.337,0,2.997,7.518,65.636,630.836,6441.064,11.636
1925,97,168,1352.027,1949.778,0,3.727,7.329,65.524,652.347,6896.393,22.849
1926,97,169,1419.422,1974.734,0,3.302,6.959,57.961,540.351,5404.545,1.608
1927,97,170,1292.018,2000.395,0,3.682,7.253,67.334,691.191,7475.764,5.764
1928,97,172,1256.658,1975.571,0,4.580,6.535,57.933,584.042,6261.677,7.884
1929,97,173,1323.360,1778.756,0,3.797,6.736,60.896,617.658,6622.591,2.563
1930,97,176,1248.339,1823.144,0,4.245,7.342,62.642,584.675,5796.783,7.743
1931,97,178,1171.661,2027.935,0,3.984,8.840,84.823,859.926,9067.359,0.000
1932,97,179,1214.416,1765.928,0,3.778,6.892,61.590,614.619,6516.741,5.410
1933,97,181,1138.654,1976.949,0,3.751,5.609,45.646,442.727,4695.916,0.002
1934,97,182,1006.977,1982.766,0,3.205,7.205,61.057,574.049,5779.900,19.842
1935,97,183,1113.714,2004.880,0,3.563,5.770,44.847,405.000,3982.725,0.588
1936,97,184,1017.919,2038.151,0,2.527,6.878,61.773,613.675,6430.701,0.988
1937,98,22,1419.104,429.990,0,4.017,7.592,68.898,689.704,7307.162,0.205
1938,98,23,1421.054,329.977,0,4.203,7.565,67.295,658.694,6837.463,3.145
1939,98,24,1457.768,291.902,0,4.506,5.716,42.758,382.316,3832.629,5.548
1940,98,25,1371.691,498.911,0,3.294,7.484,70.032,711.327,7556.045,12.783
1941,98,26,1386.986,418.431,0,3.275,7.940,75.037,769.485,8249.674,16.923
1942,98,27,1372.277,379.913,0,3.729,6.087,49.862,463.806,4623.858,16.655
1943,98,31,1376.931,428.890,0,3.465,7.183,66.847,684.422,7353.673,3.418
1944,98,32,1465.648,436.017,0,4.092,7.628,69.180,696.263,7437.931,37.541
1945,98,33,1394.975,391.406,0,4.214,6.805,56.307,519.372,5132.308,39.573
1946,98,36,1425.953,481.986,0,3.391,7.596,69.614,690.629,7162.722,16.371
1947,98,37,1375.098,670.662,0,5.148,6.823,58.854,567.108,5811.704,1.061
1948,98,38,1374.039,691.485,0,3.877,7.019,64.417,657.814,7063.213,23.772
1949,98,40,1476.742,711.711,0,4.559,9.034,86.583,863.717,8886.499,0.200
1950,98,41,1376.051,679.393,0,3.683,6.161,54.586,554.763,5976.092,0.875
1951,98,42,1320.095,706.252,0,4.624,6.873,59.531,573.630,5879.953,14.080
1952,98,43,1466.814,915.081,0,4.486,6.650,55.433,523.434,5325.866,0.005
1953,98,44,1484.756,826.760,0,2.383,6.936,66.241,699.361,7714.885,0.928
1954,98,45,1402.165,834.913,0,3.747,7.754,69.111,674.693,7006.321,14.942
1955,98,46,1307.150,927.898,0,3.311,5.795,44.871,409.449,4094.254,7.114E-5
1956,98,47,1330.931,908.979,0,3.666,7.960,70.414,664.222,6588.095,32.552
1957,98,48,1284.414,948.061,0,4.600,6.335,54.704,542.589,5774.251,2.575
1958,98,49,1324.003,870.041,0,2.987,7.227,66.664,676.701,7223.993,1.857
1959,98,50,1263.800,873.973,0,2.608,7.242,69.294,724.955,7910.230,0.001
1960,98,51,1349.992,812.398,0,3.559,7.857,72.460,730.259,7755.454,27.121
1961,98,53,1398.485,815.042,0,2.874,7.948,76.108,790.357,8572.850,1.001E-24
1962,98,54,1465.656,1025.007,0,3.764,6.246,49.042,441.932,4336.206,2.512E-18
1963,98,55,1401.094,984.893,0,4.654,7.692,69.141,684.658,7210.219,16.428
1964,98,59,1411.985,1107.735,0,2.540,6.867,64.198,671.843,7414.449,0.677
1965,98,60,1418.703,1137.578,0,4.111,6.436,58.226,595.259,6417.035,26.556
1966,98,61,1503.513,1114.907,0,3.456,6.854,61.012,603.511,6317.564,7.589
1967,98,62,1456.875,1232.374,0,4.756,8.394,77.141,753.028,7687.780,4.318
1968,98,64,1434.290,1275.994,0,4.860,7.663,69.102,675.817,6950.041,0.512
1969,99,22,1445.537,525.192,0,4.323,7.965,73.455,733.788,7689.769,6.921
1970,99,23,1419.411,541.709,0,5.398,4.619,32.080,279.319,2759.187,3.197E-19
1971,99,25,1470.691,680.341,0,6.026,5.637,42.962,389.089,3893.361,2.339E-10
1972,99,26,1413.307,535.197,0,5.736,4.404,27.640,220.137,2031.587,6.903E-6
1973,99,27,1356.816,657.013,0,4.582,7.545,68.568,676.340,6990.292,3.857
1974,99,28,1349.036,536.530,0,4.059,7.865,68.964,653.231,6551.601,5.963
1975,99,29,1205.500,482.437,0,6.200,5.465,40.294,347.088,3269.379,9.986E-39
1976,99,30,1292.922,519.509,0,4.686,6.446,56.442,564.557,6024.786,0.878
1977,99,31,1364.500,552.659,0,6.166,5.765,42.720,368.087,3492.760,11.338
1978,99,32,1317.320,581.989,0,4.171,7.376,66.377,661.135,6995.990,12.761
1979,99,33,1363.934,595.447,0,3.768,6.596,53.121,487.897,4890.392,8.338
1980,99,35,1400.958,668.729,0,4.490,8.267,77.243,779.526,8263.495,2.383E-12
1981,99,36,1478.020,606.868,0,4.478,7.965,74.560,750.814,7916.835,10.625
1982,99,37,1502.816,707.000,0,4.218,6.708,58.893,578.172,6014.095,11.137
1983,99,40,1500.623,747.670,0,3.328,7.795,73.060,731.366,7627.679,14.854
1984,99,41,1505.292,883.098,0,3.775,7.787,70.211,678.844,6855.278,13.917
1985,99,42,1475.686,855.828,0,3.479,7.871,73.859,743.980,7793.464,0.401
1986,99,43,1401.279,1026.033,0,3.401,7.735,71.935,714.883,7409.231,0.133
1987,99,44,1371.954,965.758,0,3.920,7.168,65.209,651.496,6845.472,9.398
1988,99,45,1399.032,1026.143,0,5.053,6.926,57.712,539.411,5413.203,29.409
1989,99,46,1404.460,1076.699,0,3.540,6.222,51.908,494.173,5057.514,18.929
1990,99,47,1420.175,1203.363,0,8.446,7.598,68.211,663.605,6777.783,2.549E-26
1991,99,48,1489.076,1291.516,0,3.599,8.638,82.515,828.414,8631.929,0.701
1992,99,49,1440.496,1303.604,0,4.273,5.954,45.369,393.891,3739.902,0.007
1993,99,50,1387.798,1287.339,0,4.311,7.869,71.624,705.358,7319.000,13.953
1994,99,51,1243.093,1420.227,0,4.339,6.008,52.321,527.069,5675.144,29.780
1995,99,53,1325.080,1454.984,0,4.320,7.379,63.861,609.764,6201.376,0.003
1996,99,54,1243.102,1523.100,0,4.448,7.716,71.695,726.835,7740.756,5.715
1997,99,55,1218.512,1547.027,0,3.179,6.771,54.275,491.743,4850.075,1.763
1998,99,57,1274.168,1541.939,0,3.874,6.723,54.367,495.850,4905.541,2.729
1999,99,58,1223.498,1658.506,0,3.062,7.335,71.023,758.065,8468.148,0.245
2000,99,59,1227.612,1685.064,0,3.138,7.917,72.561,732.855,7867.296,2.754
2001,99,60,1172.040,1734.427,0,4.159,7.853,71.117,696.575,7198.552,14.497
2002,99,61,1092.952,1680.044,0,3.298,7.610,66.512,641.736,6636.390,19.565
2003,99,62,1151.458,1692.963,0,4.416,6.283,51.043,473.455,4735.663,9.595
2004,99,63,1227.417,1758.440,0,6.059,5.317,35.800,282.170,2504.192,0.007
2005,99,64,1216.241,1757.404,0,4.068,6.423,56.682,569.189,6077.444,0.299
2006,99,65,1217.109,1740.920,0,4.205,5.700,47.412,466.877,4981.864,0.003
2007,99,66,1218.965,1726.115,0,6.878,7.938,69.471,655.723,6563.959,0.000
2008,99,67,1208.533,1705.311,0,4.162,6.216,50.834,473.812,4757.736,7.382E-7
2009,99,68,1224.122,1711.394,0,4.402,5.062,39.892,385.587,4084.904,1.907E-6
2010,99,69,1217.680,1704.323,0,5.078,5.761,46.132,429.041,4308.711,0.129
2011,99,70,1353.564,1620.326,0,3.911,6.878,62.091,638.314,6975.562,0.002
2012,100,22,1416.995,551.833,0,3.957,7.016,62.414,621.514,6566.334,13.958
2013,100,23,1478.739,691.011,0,5.275,5.492,45.481,455.825,4967.935,0.216
2014,100,24,1475.117,680.326,0,5.434,5.793,43.352,379.942,3680.979,0.039
2015,101,22,1568.944,586.686,0,3.991,7.061,62.721,613.086,6316.825,11.026
2016,101,23,1592.002,582.993,0,5.448,6.462,52.325,482.841,4841.452,1.873
2017,101,24,1620.581,459.927,0,3.474,7.649,70.083,706.129,7486.613,18.014
2018,101,25,1566.016,720.517,0,4.280,6.492,55.107,526.857,5361.472,8.536
2019,101,27,1520.689,684.973,0,3.840,6.329,50.923,476.071,4866.675,0.263
2020,102,22,899.752,601.939,0,2.886,7.713,76.814,821.422,9067.841,0.015
2021,102,23,891.447,592.800,0,4.136,7.507,66.487,647.511,6706.836,19.987
2022,102,24,855.069,779.144,0,3.844,7.325,63.710,615.288,6352.792,16.296
2023,102,25,960.054,726.422,0,4.477,7.481,68.189,679.418,7115.983,26.535
2024,102,26,981.436,721.156,0,4.451,7.507,66.450,643.710,6599.279,11.231
2025,102,27,822.755,710.228,0,3.772,7.187,63.895,631.155,6593.762,29.225
2026,102,28,871.375,782.680,0,4.788,7.362,63.785,606.471,6127.861,1.446E-6
2027,102,29,776.897,806.957,0,3.796,6.708,59.586,598.854,6421.683,7.659
2028,102,31,730.673,783.772,0,4.386,6.150,51.079,486.539,4969.545,11.846
2029,102,32,749.678,907.939,0,3.638,6.604,54.732,513.221,5192.663,31.294
2030,102,33,753.152,907.708,0,4.034,7.866,71.230,700.574,7259.807,27.875
2031,103,22,126.059,612.707,0,3.495,5.258,43.164,429.686,4652.289,2.600E-14
2032,103,23,142.982,610.859,0,4.304,6.006,48.185,452.385,4637.630,0.940
2033,104,22,1014.090,635.659,0,4.666,7.957,72.057,703.787,7198.692,0.796
2034,104,23,1059.793,569.076,0,4.016,7.973,73.919,730.608,7498.670,2.822
2035,104,24,1136.285,715.150,0,5.674,5.076,40.792,396.846,4163.843,0.005
2036,104,25,1037.009,688.994,0,3.897,7.167,64.588,644.849,6789.786,8.530
2037,104,26,1040.158,656.965,0,4.154,7.640,72.050,736.930,7856.854,23.235
2038,104,27,1059.325,863.031,0,5.732,6.395,52.754,492.281,4945.126,0.008
2039,104,28,1025.325,816.034,0,3.415,6.750,61.698,629.019,6745.205,0.654
2040,104,29,1029.052,1006.052,0,3.836,7.168,64.507,637.292,6615.296,9.761
2041,104,31,962.151,1000.636,0,2.816,7.113,67.970,719.519,7996.421,3.281
2042,104,32,955.463,1124.635,0,4.870,7.829,74.643,766.503,8194.598,11.054
2043,104,33,911.992,1136.978,0,5.077,7.066,61.240,592.601,6135.312,13.080
2044,104,34,985.588,1105.140,0,5.013,7.971,74.516,750.883,7916.295,0.191
2045,105,22,1236.497,806.779,0,4.484,8.068,74.268,739.676,7759.604,0.800
2046,105,23,1234.010,867.033,0,5.673,5.747,47.764,475.983,5170.574,2.364
2047,105,24,1289.142,1026.985,0,3.738,8.299,76.684,761.661,7954.687,2.945
2048,105,25,1226.892,943.811,0,4.197,7.566,67.870,662.794,6805.996,38.062
2049,105,26,1306.202,1101.112,0,3.638,7.186,62.948,618.158,6479.820,15.830
2050,105,27,1339.521,1057.433,0,5.417,7.357,64.508,616.250,6216.264,0.462
2051,105,31,1260.921,1071.314,0,4.121,7.030,63.363,636.773,6769.869,1.452
2052,105,32,1284.107,1130.954,0,3.036,8.092,74.326,727.847,7415.771,4.817
2053,105,33,1368.301,1143.552,0,3.514,8.199,80.023,826.323,8807.885,38.647
2054,105,34,1424.485,1225.798,0,3.878,7.534,71.234,728.122,7754.940,0.274
2055,105,35,1451.810,1196.730,0,3.539,6.576,55.128,523.200,5350.917,9.451
2056,105,36,1492.251,1163.371,0,4.271,7.509,70.137,710.797,7522.506,3.268
2057,105,37,1410.017,1220.684,0,4.310,6.649,54.679,508.863,5134.841,2.487
2058,105,38,1416.695,1247.805,0,9.611,5.989,44.345,373.450,3432.855,2.480E-19
2059,105,39,1471.969,1337.575,0,3.273,6.950,63.068,631.682,6684.875,9.564
2060,105,40,1509.971,1231.881,0,4.051,6.670,57.394,561.218,5870.824,12.551
2061,106,22,960.950,833.523,0,4.730,6.990,63.319,644.775,6980.672,15.186
2062,106,23,1030.972,849.091,0,4.267,7.182,64.340,635.814,6649.340,6.848
2063,106,24,968.240,839.590,0,4.108,7.972,69.855,656.883,6528.143,39.493
2064,106,25,1043.061,914.068,0,4.199,7.901,78.790,847.469,9455.772,0.703
2065,106,26,1003.846,967.921,0,4.088,6.820,60.350,609.766,6592.662,9.448
2066,106,27,962.822,1037.924,0,4.057,7.350,67.119,679.873,7286.701,3.575
2067,106,28,882.073,1023.428,0,4.219,8.024,72.730,713.916,7380.039,0.448
2068,107,22,892.916,838.475,0,3.644,7.466,70.201,726.468,7882.037,3.171
2069,107,23,921.752,889.036,0,3.326,7.086,61.717,596.452,6106.721,9.552
2070,107,24,960.871,983.272,0,4.055,7.613,68.805,675.924,6995.412,8.367
2071,107,25,1007.838,1094.574,0,4.213,7.488,67.772,680.167,7257.008,34.959
2072,107,26,1078.640,1185.668,0,5.838,6.873,56.384,516.743,5106.776,21.121
2073,107,27,996.507,1097.206,0,5.036,8.690,80.896,789.601,7994.081,0.003
2074,107,31,955.764,1190.065,0,4.344,6.952,59.150,563.788,5746.505,10.328
2075,107,32,977.011,1203.629,0,4.603,6.716,57.788,557.309,5720.909,1.032
2076,107,33,895.028,1146.061,0,3.391,6.913,60.398,592.898,6213.605,49.495
2077,107,36,826.390,1199.374,0,4.179,6.968,60.108,582.474,6054.147,19.914
2078,108,22,1207.444,859.282,0,4.205,7.568,70.952,731.244,7926.821,6.701
2079,108,23,1098.924,807.078,0,3.355,6.859,62.411,630.265,6679.638,11.584
2080,108,24,1121.579,771.057,0,4.108,7.686,70.117,695.608,7244.541,37.976
2081,108,25,1076.893,889.945,0,3.745,7.593,74.638,799.001,8894.704,11.952
2082,108,26,1060.121,960.769,0,4.700,7.436,67.513,676.354,7146.508,0.764
2083,108,27,1020.611,962.557,0,3.896,7.983,74.166,732.646,7532.319,15.211
2084,109,22,1235.175,894.199,0,4.427,7.152,63.819,617.089,6233.537,4.986
2085,109,23,1220.127,981.933,0,3.926,6.563,55.541,522.784,5220.945,16.197
2086,109,24,1122.457,1076.643,0,4.197,6.862,60.316,592.584,6200.971,0.519
2087,109,25,1110.684,1106.500,0,4.772,6.288,52.214,493.823,5012.857,3.893
2088,109,26,1120.720,1283.753,0,4.334,6.435,52.666,493.708,5019.674,0.756
2089,109,27,1116.657,1303.983,0,6.117,4.889,34.693,298.735,2851.065,10.243
2090,109,28,1107.383,1309.839,0,5.534,5.562,43.900,416.382,4359.448,7.316E-17
2091,109,29,1115.381,1309.267,0,5.921,4.575,31.663,269.563,2543.892,1.377
2092,109,31,1127.917,1298.620,0,5.135,7.445,66.954,669.260,7112.024,23.932
2093,109,32,1127.078,1262.936,0,3.862,8.205,80.801,848.481,9232.885,1.905
2094,109,33,1183.162,1416.941,0,3.524,6.344,54.436,530.319,5511.209,15.631
2095,109,37,1196.579,1370.787,0,4.538,7.681,75.653,815.471,9151.929,6.569
2096,109,38,1139.088,1299.497,0,6.102,7.884,69.716,666.283,6742.372,5.146E-6
2097,109,40,1287.646,1419.800,0,3.521,8.316,84.838,922.563,10365.403,1.764E-8
2098,109,41,1086.359,1315.698,0,7.396,4.011,20.060,117.768,794.627,2.790E-17
2099,109,42,1078.745,1315.194,0,6.979,4.383,32.474,310.659,3297.368,1.984E-18
2100,109,43,925.546,1338.967,0,2.950,7.479,74.377,802.119,8942.968,3.082E-10
2101,109,44,876.071,1391.556,0,4.583,6.867,59.881,584.163,6040.088,1.639
2102,109,45,947.306,1409.629,0,3.307,7.113,61.406,589.400,6042.429,11.296
2103,109,46,1050.178,1351.789,0,3.784,7.574,67.780,646.699,6435.435,37.592
2104,109,47,1041.514,1288.018,0,4.061,7.297,66.625,668.285,7075.763,34.028
2105,109,48,1094.378,1295.541,0,7.087,4.161,26.240,217.462,2124.403,2.482
2106,109,49,1087.069,1299.067,0,6.206,5.831,42.966,367.316,3473.922,3.568E-20
2107,110,22,1041.988,1052.821,0,4.877,7.829,73.118,734.316,7696.873,2.025
2108,110,23,1054.029,956.409,0,5.316,7.112,62.220,610.120,6400.219,0.131
2109,110,24,978.463,969.168,0,3.872,7.600,71.726,734.635,7837.797,17.887
2110,110,25,964.867,981.051,0,5.369,8.867,84.247,844.712,8828.134,0.000
2111,110,26,868.133,1043.945,0,3.105,6.953,64.614,673.713,7423.833,9.512
2112,110,27,840.831,1149.424,0,4.406,6.654,52.613,468.989,4543.840,10.488
2113,110,29,911.246,1119.095,0,5.402,7.384,64.264,615.266,6253.378,0.661
2114,111,22,1315.243,1092.926,0,3.360,7.978,77.938,810.096,8704.597,0.009
2115,111,23,1265.909,1118.391,0,4.844,6.636,55.194,524.257,5388.666,3.639
2116,111,24,1349.705,1075.957,0,5.140,5.232,39.223,361.286,3725.942,0.014
2117,111,25,1313.326,1175.485,0,5.112,7.639,68.452,671.605,6980.558,13.522
2118,111,26,1199.657,1207.824,0,4.074,8.034,71.166,676.478,6787.337,7.284
2119,111,27,1206.041,1307.594,0,4.719,7.188,61.888,594.136,6122.766,28.190
2120,111,28,1120.864,1285.754,0,4.854,8.055,74.462,740.337,7706.648,0.008
2121,112,22,781.538,1125.888,0,3.849,7.920,73.626,734.613,7640.567,4.767
2122,112,23,729.610,1219.221,0,4.066,5.829,46.307,441.522,4661.995,3.571
2123,112,24,870.503,1392.457,0,6.105,5.676,44.884,414.313,4145.254,0.320
2124,112,25,878.321,1388.360,0,6.052,6.227,52.006,497.776,5118.907,0.444
2125,112,26,875.991,1387.918,0,5.646,6.854,59.233,572.698,5904.201,0.163
2126,112,28,878.417,1386.846,0,5.474,6.235,49.251,446.725,4412.875,9.134
2127,112,29,884.485,1480.467,0,7.867,4.420,27.678,220.163,2036.527,5.752E-14
2128,112,30,885.929,1479.808,0,7.015,5.421,38.716,330.979,3178.261,3.417
2129,112,31,884.830,1480.030,0,6.059,5.158,37.087,329.984,3342.345,9.220E-7
2130,112,32,906.602,1428.774,0,4.837,7.748,74.339,768.854,8256.590,10.593
2131,112,33,916.988,1438.536,0,3.577,7.722,68.925,678.051,7106.918,19.608
2132,112,37,908.685,1447.243,0,5.087,8.359,76.966,758.006,7841.752,0.018
2133,112,38,802.677,1635.888,0,4.098,7.901,79.640,861.992,9625.429,1.120
2134,113,22,665.770,1145.675,0,4.128,8.598,81.299,813.270,8458.863,6.050E-21
2135,113,23,697.592,1227.581,0,4.617,7.815,70.786,699.570,7276.655,0.117
2136,113,24,841.570,1353.078,0,4.651,7.027,62.934,625.453,6578.413,14.647
2137,113,25,788.858,1258.780,0,4.632,7.067,60.606,577.856,5889.083,34.392
2138,113,26,838.805,1353.366,0,5.306,6.990,60.755,580.184,5851.857,13.203
2139,114,22,1133.956,1150.157,0,4.016,7.251,64.490,623.726,6348.186,4.396
2140,114,23,1179.890,1155.416,0,3.838,6.927,57.517,533.970,5317.162,33.375
2141,114,24,1162.986,1220.076,0,3.691,7.526,68.445,689.930,7392.465,4.672
2142,114,25,1332.933,1287.825,0,3.289,6.144,49.693,462.797,4677.150,0.161
2143,114,26,1414.834,1351.449,0,3.996,7.900,73.861,761.659,8310.180,10.799
2144,114,27,1262.248,1328.177,0,4.348,6.886,61.592,612.127,6441.012,32.907
2145,115,22,841.681,1168.373,0,3.291,8.326,74.670,711.807,7135.160,0.051
2146,115,23,817.389,1283.349,0,4.187,7.367,65.196,639.756,6679.728,18.899
2147,115,24,869.246,1433.087,0,4.147,6.276,52.197,494.340,5020.627,8.085
2148,115,25,907.799,1414.609,0,4.549,6.856,57.727,546.070,5557.770,10.027
2149,115,26,924.924,1422.082,0,5.096,7.373,64.325,617.136,6297.011,12.734
2150,116,22,488.089,1194.329,0,4.321,7.432,66.639,653.811,6760.327,4.562E-4
2151,116,23,533.914,1273.147,0,4.032,7.769,68.894,666.846,6866.961,15.027
2152,116,24,814.922,1377.031,0,3.882,7.341,62.809,590.386,5909.057,6.576
2153,116,25,757.053,1311.991,0,4.195,6.402,52.855,503.719,5218.225,16.524
2154,116,26,783.743,1404.589,0,4.145,6.931,58.167,551.117,5640.843,23.442
2155,116,27,822.189,1419.536,0,3.699,7.463,63.565,585.902,5721.410,36.732
2156,117,22,1006.915,1216.902,0,4.656,7.852,70.758,691.362,7127.209,9.514
2157,117,23,1024.185,1409.528,0,3.548,5.946,48.336,448.557,4451.934,21.135
