 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
8911,777,121,1457.463,1112.027,0,4.086,6.753,53.967,481.920,4672.787,2.020
8912,777,122,1453.364,1159.008,0,3.274,7.861,73.093,732.045,7651.982,7.951
8913,778,116,1337.103,848.038,0,3.849,7.733,67.967,649.785,6571.109,8.194
8914,778,117,1318.057,971.505,0,3.726,7.561,67.336,657.965,6824.547,26.884
8915,779,116,1280.675,876.002,0,4.338,6.069,49.602,465.506,4727.252,0.597
8916,779,117,1140.638,960.544,0,4.723,6.993,59.981,579.045,5995.056,12.125
8917,779,118,1115.815,903.934,0,4.374,8.621,81.656,824.760,8708.611,0.217
8918,779,119,1160.970,1013.794,0,3.359,7.447,71.255,750.970,8319.808,4.714
8919,779,120,1214.332,986.087,0,3.594,6.987,63.067,636.106,6780.310,41.301
8920,779,121,1252.400,930.269,0,5.157,7.035,59.631,560.967,5633.969,7.393
8921,779,122,1258.753,1110.895,0,3.695,7.623,72.611,750.670,8105.337,32.730
8922,779,123,1280.461,1158.953,0,3.938,7.121,59.865,550.759,5377.053,40.960
8923,779,124,1237.817,1115.597,0,3.912,7.526,68.503,688.718,7321.802,9.046
8924,779,125,1300.759,1007.408,0,4.723,7.657,71.322,723.191,7695.917,4.742
8925,779,126,1338.593,1119.222,0,3.439,7.806,67.705,630.557,6211.941,21.914
8926,779,127,1242.042,1116.627,0,4.095,6.738,58.970,578.431,6039.942,0.376
8927,779,128,1155.613,1137.232,0,3.898,6.488,56.249,553.232,5809.405,0.711
8928,779,129,1107.756,1298.980,0,4.908,6.521,54.811,522.126,5329.968,13.261
8929,780,116,1429.670,876.002,0,3.273,7.566,69.540,702.688,7482.122,4.802
8930,780,117,1400.534,932.718,0,5.187,7.849,70.990,698.441,7260.385,4.048
8931,780,118,1447.040,1125.092,0,4.579,6.106,51.565,502.788,5271.032,2.575
8932,780,119,1424.062,1022.767,0,4.249,7.787,74.533,775.901,8455.084,9.632
8933,780,120,1428.965,1011.089,0,3.785,7.382,64.700,633.898,6658.992,43.846
8934,780,121,1460.088,1051.413,0,5.423,8.185,79.185,819.857,8829.899,1.370
8935,780,122,1420.990,1048.590,0,3.707,7.651,66.412,630.188,6394.344,80.376
8936,780,123,1416.926,1053.281,0,4.733,6.700,55.939,527.136,5323.750,1.540
8937,780,125,1473.173,1031.022,0,3.718,7.559,65.736,629.573,6442.906,5.832
8938,780,126,1451.047,1165.071,0,3.743,7.754,71.290,715.866,7582.146,9.811
8939,780,127,1426.991,1207.796,0,3.407,8.360,86.218,944.808,10650.802,0.008
8940,780,128,1542.016,1190.735,0,3.715,7.237,65.067,650.502,6924.997,34.142
8941,780,129,1426.672,1260.971,0,3.587,7.844,74.669,774.708,8399.259,2.129
8942,781,116,1568.371,881.260,0,3.254,7.627,74.578,791.124,8722.616,20.522
8943,781,117,1582.972,973.242,0,3.738,7.146,63.824,631.516,6595.537,8.292
8944,781,118,1554.276,1060.729,0,3.871,7.030,58.724,548.541,5531.789,16.791
8945,781,119,1471.667,1063.073,0,7.135,7.127,60.393,561.680,5548.328,9.069E-14
8946,781,120,1560.916,1060.870,0,3.395,6.995,61.985,606.420,6275.999,17.775
8947,781,121,1572.580,1079.473,0,3.520,7.360,62.010,572.922,5648.564,31.112
8948,781,122,1659.937,1125.874,0,3.438,7.345,68.916,705.761,7528.932,36.084
8949,781,123,1707.889,1114.486,0,4.895,6.839,58.226,560.094,5781.679,3.406
8950,781,124,1711.742,1115.959,0,5.880,8.091,73.357,716.308,7358.050,10.754
8951,781,125,1782.455,1128.249,0,6.211,6.250,50.764,467.399,4623.387,0.007
8952,781,126,1780.585,1125.517,0,6.759,6.572,50.574,434.751,4057.387,6.395E-17
8953,781,127,1782.079,1124.164,0,7.386,7.441,64.334,614.312,6261.418,0.885
8954,782,116,1776.422,884.978,0,4.517,5.741,44.433,402.925,4019.657,9.318
8955,782,117,1789.254,891.852,0,4.070,6.507,57.189,575.001,6180.036,8.153
8956,782,118,1811.902,998.269,0,4.298,8.442,78.167,769.337,7915.417,5.920
8957,782,119,1781.151,1125.939,0,7.181,5.636,42.948,387.607,3861.724,7.617
8958,782,120,1781.287,1123.945,0,6.578,6.443,51.841,478.744,4814.923,2.434
8959,782,121,1811.065,1141.173,0,5.552,7.145,63.015,614.858,6363.534,6.179
8960,782,122,2012.704,1185.213,0,3.249,4.745,35.406,331.145,3457.946,6.606E-8
8961,782,123,2019.192,1199.304,0,2.415,5.510,44.125,414.647,4217.518,5.488E-12
8962,782,124,2022.694,1195.328,0,4.374,6.470,47.871,390.997,3452.377,10.568
8963,782,125,2021.686,1092.433,0,2.655,3.832,22.532,171.867,1541.653,1.118E-39
8964,782,126,1844.723,1180.157,0,4.666,6.707,58.515,579.103,6130.853,4.209
8965,782,127,1824.699,1263.963,0,3.257,6.754,55.823,512.915,5030.462,1.536
8966,782,128,1769.012,1250.969,0,3.646,7.729,73.149,746.518,7941.118,3.229
8967,782,129,1605.354,1442.616,0,4.776,6.711,54.673,499.209,4896.987,13.262
8968,783,116,1527.821,965.608,0,3.361,8.513,85.368,901.094,9805.448,3.253
8969,783,117,1467.785,1070.582,0,6.068,6.462,50.141,439.477,4201.433,8.550E-4
8970,783,118,1494.936,1255.023,0,3.943,7.961,71.987,700.934,7173.440,13.444
8971,783,119,1493.811,1259.732,0,3.694,6.963,63.715,658.673,7214.846,50.389
8972,783,120,1402.477,1223.090,0,3.181,7.473,71.280,742.904,8078.548,1.160
8973,783,121,1431.390,1253.990,0,2.859,6.834,60.438,590.210,6101.179,19.159
8974,783,122,1467.190,1233.995,0,3.088,7.534,66.389,644.351,6657.373,37.141
8975,784,116,1507.384,980.487,0,3.828,7.368,64.708,620.149,6269.160,26.111
8976,784,117,1444.043,1133.284,0,5.655,4.807,35.251,319.725,3217.678,0.148
8977,784,118,1452.916,1240.307,0,3.867,6.761,59.322,590.658,6296.058,20.934
8978,784,119,1506.054,1193.296,0,3.785,7.274,63.752,621.719,6459.931,52.449
8979,784,120,1443.271,1189.155,0,3.884,7.020,61.587,602.354,6266.458,35.562
8980,784,121,1512.256,1142.522,0,3.252,8.044,78.485,819.587,8893.349,2.602
8981,784,122,1484.535,1217.794,0,6.152,7.499,63.420,582.125,5682.154,1.760
8982,784,123,1466.876,1209.042,0,3.706,7.209,63.306,609.462,6224.811,45.416
8983,784,124,1475.709,1202.833,0,5.134,7.901,72.288,722.275,7637.167,0.006
8984,784,125,1647.437,1238.756,0,3.336,7.764,75.088,783.844,8529.167,16.577
8985,785,116,1237.925,985.376,0,4.342,7.614,66.575,640.483,6587.442,15.350
8986,785,117,1225.990,1062.497,0,4.262,8.240,76.520,762.769,7959.203,18.664
8987,785,118,1337.922,1194.191,0,2.869,7.367,67.557,685.984,7431.175,6.831
8988,785,119,1300.026,1209.655,0,3.668,7.195,67.519,696.017,7495.940,35.274
8989,785,120,1295.353,1210.127,0,3.321,7.270,65.416,638.449,6535.291,3.904
8990,785,121,1343.926,1334.671,0,2.563,6.525,57.511,573.183,6088.507,0.666
8991,785,122,1258.961,1416.360,0,3.213,8.355,81.761,858.727,9359.403,2.126
8992,785,123,1359.794,1342.929,0,3.058,6.086,50.445,486.259,5102.797,11.140
8993,785,124,1275.596,1344.950,0,4.235,7.209,65.718,666.242,7171.592,16.119
8994,785,125,1319.793,1437.649,0,4.956,6.866,58.067,544.622,5441.801,2.644
8995,785,126,1356.952,1436.149,0,3.298,7.056,64.594,653.078,6965.788,45.269
8996,786,116,1321.252,990.594,0,4.829,6.391,51.944,476.598,4706.706,4.818
8997,786,117,1304.057,1146.382,0,3.969,6.856,62.822,649.275,7117.852,47.716
8998,786,118,1387.956,1248.298,0,5.821,7.393,66.952,666.699,7023.467,7.535E-4
8999,786,119,1361.864,1178.683,0,4.216,6.399,53.693,506.295,5083.261,17.605
9000,786,120,1369.928,1156.891,0,4.853,7.800,76.301,811.474,8973.320,2.616
9001,786,121,1415.204,1234.155,0,3.108,6.662,56.063,538.127,5577.089,17.089
9002,786,122,1445.996,1226.281,0,3.359,7.089,57.113,508.896,4908.993,48.183
9003,786,123,1382.203,1222.089,0,3.913,6.751,57.845,560.257,5821.623,21.880
9004,786,124,1391.919,1309.000,0,3.019,8.346,80.723,833.485,8944.337,0.001
9005,786,126,1461.334,1333.863,0,3.612,8.130,75.461,757.852,7999.009,4.500
9006,787,116,1217.928,1035.267,0,4.313,7.353,64.868,638.015,6704.272,19.439
9007,787,117,1178.987,1153.921,0,4.222,8.140,76.837,776.800,8178.154,16.485
9008,787,118,1293.328,1288.981,0,3.252,7.999,71.704,690.819,6990.492,14.276
9009,787,119,1328.371,1375.127,0,3.851,6.774,56.418,525.520,5244.711,10.667
9010,788,116,1094.653,1055.069,0,3.060,6.921,62.450,636.675,6894.233,6.496
9011,788,117,1140.725,1085.012,0,4.141,7.490,65.652,630.226,6413.056,4.296
9012,788,118,1124.593,1132.184,0,4.075,5.859,48.731,480.592,5154.358,5.618
9013,788,119,1124.591,1104.920,0,3.678,6.880,62.948,645.006,6979.832,14.840
9014,788,120,1045.210,1058.706,0,3.868,7.605,70.130,716.420,7735.980,14.536
9015,788,121,1067.059,1095.103,0,4.441,7.415,67.711,680.631,7245.734,31.150
9016,788,122,1086.513,1162.466,0,4.301,6.890,58.344,555.777,5690.158,45.866
9017,788,123,1085.986,1096.624,0,3.730,7.744,74.600,778.115,8454.979,37.489
9018,789,116,1421.891,1069.030,0,3.358,7.749,70.109,696.184,7309.122,12.245
9019,789,117,1267.606,1201.921,0,3.787,7.503,64.608,608.042,6077.351,22.878
9020,789,118,1272.230,1399.502,0,3.933,7.408,63.306,599.944,6122.471,41.652
9021,789,119,1193.070,1459.465,0,4.276,8.246,78.008,793.398,8426.994,18.757
9022,789,120,1232.344,1470.113,0,3.992,7.400,64.135,609.547,6152.805,47.901
9023,789,121,1190.709,1456.855,0,3.158,7.744,75.255,794.583,8774.671,5.250
9024,789,122,1170.967,1585.881,0,3.396,7.619,71.978,739.477,7961.058,76.713
9025,789,123,1171.076,1617.951,0,5.206,5.909,48.418,465.446,4849.885,16.539
9026,789,124,1195.095,1617.566,0,5.223,6.686,59.860,610.265,6645.342,9.994
9027,790,116,1439.238,1080.121,0,3.167,6.963,63.265,637.310,6777.472,30.323
9028,790,117,1371.112,1186.531,0,4.126,6.318,55.019,554.552,6015.988,4.560
9029,790,118,1389.653,1258.034,0,6.994,9.027,89.868,940.881,10174.534,1.240E-42
9030,790,119,1455.042,1227.142,0,4.322,8.455,79.398,795.823,8346.084,2.643
9031,790,120,1415.277,1194.455,0,4.231,6.145,49.314,457.433,4605.151,4.240
9032,790,121,1500.459,1223.765,0,4.658,8.071,79.956,858.217,9593.200,2.435
9033,790,122,1527.043,1242.389,0,3.889,6.959,55.488,487.210,4610.617,27.531
9034,790,123,1515.390,1208.971,0,3.153,7.287,64.615,638.456,6714.897,6.005
9035,790,126,1573.049,1220.696,0,4.270,6.822,55.544,501.024,4844.862,16.392
9036,791,116,272.633,1086.910,0,3.972,5.708,44.193,408.111,4142.590,3.739
9037,791,118,338.011,1262.264,0,4.195,4.722,35.480,337.969,3589.898,0.074
9038,791,119,361.207,1112.845,0,4.020,7.501,64.535,602.928,5975.905,18.557
9039,791,120,216.637,1204.455,0,2.791,7.444,68.583,694.245,7390.699,1.133
9040,791,121,440.609,1178.923,0,3.290,7.494,64.390,603.535,6017.661,49.943
9041,791,122,553.767,1396.387,0,6.254,5.566,39.508,326.161,2976.776,0.034
9042,791,123,549.689,1391.139,0,6.838,5.032,36.467,329.424,3354.923,0.008
9043,791,124,558.258,1387.966,0,5.563,3.773,20.823,152.490,1358.401,4.584E-19
9044,791,125,553.958,1387.835,0,7.261,3.908,24.378,206.501,2061.809,5.470E-31
9045,791,126,509.953,1411.919,0,3.424,7.546,67.232,661.019,6912.011,17.801
9046,792,116,1800.050,1121.836,0,4.670,6.557,55.685,541.496,5677.613,3.740
9047,792,117,1925.889,1353.336,0,9.344,5.652,39.736,319.731,2826.575,2.852E-16
9048,792,118,1921.259,1341.621,0,10.718,3.779,19.688,132.484,1094.742,0.000
9049,792,119,1918.838,1330.728,0,9.875,3.319,15.365,92.863,698.644,0.000
9050,792,120,1906.850,1320.750,0,10.900,3.851,19.325,117.837,848.937,1.306E-23
9051,792,121,1903.559,1306.072,0,8.943,5.742,40.579,326.170,2873.075,0.000
9052,792,122,1908.401,1296.094,0,8.118,7.132,59.976,548.485,5290.567,2.602E-21
9053,792,123,1908.425,1291.738,0,6.783,7.879,72.068,710.504,7352.461,1.517E-11
9054,792,124,1928.692,1375.595,0,3.202,6.865,60.150,585.305,6036.123,13.279
9055,792,125,1902.954,1503.923,0,6.133,4.867,34.522,298.836,2870.029,1.975
9056,792,126,1739.939,1736.531,0,4.057,6.195,52.253,508.912,5355.646,18.975
9057,793,116,598.453,1133.250,0,3.300,7.518,72.904,770.782,8488.396,6.599
9058,793,117,767.932,1134.082,0,3.644,8.539,83.484,868.882,9390.591,1.688E-4
9059,793,118,697.117,1224.768,0,3.925,7.408,63.089,595.453,6042.250,34.726
9060,793,119,749.290,1266.990,0,3.605,7.137,64.124,634.421,6613.837,56.835
9061,793,120,689.504,1467.261,0,3.458,7.356,69.255,717.969,7845.329,6.151
9062,793,121,768.997,1500.012,0,3.603,6.471,56.810,566.290,5988.208,33.352
9063,793,122,656.719,1522.922,0,3.288,7.133,62.657,607.789,6272.698,56.708
9064,793,123,695.023,1587.633,0,3.684,6.317,53.079,509.616,5241.031,31.395
9065,793,124,753.841,1744.296,0,4.211,6.834,60.873,604.467,6331.672,0.479
9066,793,125,877.280,1736.080,0,4.224,6.805,58.602,576.219,6108.224,9.018
9067,793,126,783.644,1684.863,0,3.826,6.409,52.733,494.630,5001.249,30.342
9068,793,127,836.901,1610.057,0,3.052,7.797,71.280,709.749,7444.180,9.876
9069,794,116,1850.722,1131.973,0,4.455,8.050,71.925,688.885,6940.996,8.218
9070,794,117,2014.584,1205.590,0,4.273,4.777,31.748,260.709,2448.828,6.292E-5
9071,794,118,2029.958,1099.720,0,3.069,4.789,31.834,253.212,2253.250,4.069E-24
9072,794,119,2021.816,1100.636,0,3.135,4.163,29.621,274.887,2881.218,1.269E-10
9073,795,116,1208.243,1152.131,0,4.446,6.861,58.938,571.016,5912.720,2.953
9074,795,117,1240.091,1316.009,0,4.515,6.890,59.744,589.312,6251.298,13.656
9075,795,118,1231.205,1469.606,0,4.903,7.208,63.585,620.751,6421.407,8.012
9076,795,119,1242.679,1606.086,0,3.091,7.480,69.669,697.816,7276.188,27.882
9077,796,116,552.912,1203.007,0,3.630,5.377,42.132,402.003,4234.844,5.336
9078,796,118,557.036,1220.515,0,3.244,6.056,49.380,466.153,4798.370,0.063
9079,796,119,552.971,1273.463,0,4.361,7.159,63.566,624.008,6476.087,23.312
9080,796,120,560.405,1333.677,0,4.209,7.354,60.413,545.323,5309.389,32.493
9081,796,121,664.714,1293.913,0,4.522,8.070,73.830,725.954,7482.250,10.126
9082,796,122,590.792,1425.071,0,3.607,7.635,72.072,745.641,8078.685,62.540
9083,797,116,1479.711,1229.544,0,3.679,6.954,62.649,625.967,6596.516,16.615
9084,797,117,1458.065,1269.688,0,4.843,7.418,66.944,660.199,6850.074,4.107
9085,797,118,1579.104,1360.741,0,3.585,7.591,72.916,762.353,8315.082,4.187
9086,797,119,1546.031,1557.039,0,3.593,8.473,84.021,881.557,9570.470,7.098
9087,797,120,1372.948,1529.715,0,3.954,7.262,61.382,575.423,5795.295,33.010
9088,797,121,1435.195,1463.485,0,3.900,6.721,56.368,530.620,5360.684,40.936
9089,797,122,1433.433,1545.868,0,3.489,7.477,68.766,703.664,7648.208,38.165
9090,797,125,1432.226,1581.033,0,4.151,7.925,71.425,693.437,7087.794,19.644
9091,797,126,1329.818,1511.878,0,4.868,8.050,75.346,764.834,8152.342,1.893
9092,797,127,1300.943,1529.133,0,4.674,6.801,57.701,553.359,5727.673,0.299
9093,797,128,1343.053,1488.489,0,3.348,7.256,64.009,633.180,6704.772,12.555
9094,797,129,1293.188,1576.101,0,3.559,8.006,73.560,726.390,7475.551,9.050
9095,798,116,1398.166,1254.735,0,8.507,8.744,82.350,817.935,8448.175,3.960E-42
9096,798,117,1393.131,1249.460,0,4.082,6.899,60.228,591.885,6222.010,27.334
9097,798,118,1413.985,1359.400,0,3.591,7.548,68.329,666.578,6815.229,15.656
9098,798,119,1511.924,1607.728,0,3.973,7.091,64.181,639.710,6723.036,41.455
9099,798,120,1383.474,1623.994,0,4.271,7.466,65.522,625.414,6302.217,31.484
9100,798,121,1524.986,1501.425,0,3.512,7.981,72.623,717.471,7472.611,83.990
9101,798,122,1472.010,1640.412,0,3.559,6.968,62.098,606.545,6204.077,63.098
9102,798,123,1448.952,1759.056,0,3.262,8.194,74.722,728.937,7458.625,12.777
9103,798,124,1432.260,1722.406,0,3.079,7.114,65.975,672.516,7199.173,5.142
9104,799,116,712.724,1370.672,0,3.988,7.234,60.718,561.049,5542.513,28.243
9105,799,117,768.653,1437.617,0,4.046,7.809,67.909,629.067,6085.401,37.281
9106,799,118,691.191,1452.086,0,3.249,6.425,57.013,577.366,6218.335,20.556
9107,799,119,871.708,1391.651,0,3.631,6.770,61.036,617.204,6619.147,35.272
9108,799,120,784.394,1505.953,0,3.734,7.220,63.576,630.049,6687.078,55.600
9109,799,121,802.026,1501.366,0,3.445,7.235,63.324,612.031,6280.647,29.600
9110,799,122,827.100,1637.002,0,4.594,8.053,73.964,728.066,7532.715,11.328
9111,799,123,753.724,1565.669,0,4.202,6.616,56.982,551.850,5700.064,18.441
9112,799,126,748.113,1404.648,0,4.426,7.278,61.419,567.987,5585.312,11.724
9113,799,128,736.132,1518.177,0,3.381,7.845,72.303,733.858,7875.919,6.617
9114,799,129,829.256,1550.719,0,3.877,8.684,83.091,843.743,8929.590,0.436
9115,799,130,666.316,1481.915,0,3.435,6.983,63.853,648.598,6959.753,0.023
9116,800,116,1396.900,1374.087,0,3.463,7.361,66.211,657.666,6908.764,61.713
9117,800,117,1472.974,1415.611,0,3.904,7.463,68.359,684.296,7223.481,63.189
9118,800,118,1421.065,1429.080,0,4.255,7.007,61.895,599.535,6113.033,44.290
9119,800,119,1534.338,1609.017,0,4.239,7.550,67.278,661.970,6910.989,24.677
9120,800,120,1383.415,1701.186,0,4.652,5.750,45.976,424.408,4210.998,6.665
9121,800,121,1322.240,1746.314,0,3.899,8.869,91.040,978.668,10816.351,0.000
9122,800,122,1260.455,1616.171,0,4.653,6.262,49.386,448.960,4470.204,31.585
9123,800,126,1338.398,1783.819,0,4.304,6.869,62.656,643.812,7012.749,20.599
9124,800,127,1392.111,1734.594,0,4.851,7.972,73.470,728.652,7564.335,0.252
9125,800,128,1272.972,1711.522,0,4.277,7.573,68.190,673.404,7024.299,1.404
9126,800,129,1339.991,1614.705,0,4.343,7.452,66.587,664.200,7077.023,16.693
9127,800,133,1269.268,1747.942,0,3.287,7.118,64.864,660.446,7139.465,0.999
9128,800,136,1281.625,1775.022,0,7.017,4.782,32.241,269.347,2560.343,7.820E-8
9129,801,116,836.757,1385.486,0,4.758,7.447,65.484,639.873,6700.436,3.457
9130,801,117,847.108,1470.926,0,4.325,8.089,74.580,746.709,7877.031,21.500
9131,801,118,727.975,1514.148,0,4.320,8.541,80.131,799.696,8344.842,8.786E-4
9132,801,119,748.206,1488.908,0,3.151,7.106,60.778,576.096,5825.348,30.680
9133,801,120,782.422,1583.413,0,3.700,7.082,59.132,548.735,5456.353,61.106
9134,801,121,779.054,1565.383,0,3.262,7.300,64.029,627.113,6579.251,30.768
9135,801,122,859.173,1658.633,0,3.983,7.854,69.543,663.881,6679.047,72.692
9136,802,116,1469.270,1392.390,0,3.191,7.315,63.961,622.858,6489.549,5.670
9137,802,117,1567.042,1419.317,0,4.470,8.550,79.084,772.817,7872.720,0.079
9138,802,118,1633.310,1345.024,0,4.210,7.592,71.229,725.057,7703.206,12.761
9139,802,119,1697.057,1543.506,0,5.162,7.451,63.458,590.889,5866.787,6.066
9140,802,120,1498.275,1586.697,0,4.190,6.894,60.534,588.804,6058.665,28.829
9141,802,121,1556.088,1521.163,0,3.569,7.532,71.419,744.751,8139.932,30.532
9142,802,122,1624.550,1661.269,0,3.721,7.388,66.602,657.031,6850.006,82.188
9143,802,123,1689.936,1607.020,0,2.692,6.511,52.889,492.332,5013.825,1.003
9144,802,125,1682.956,1701.254,0,5.238,5.318,38.881,336.771,3208.384,2.034
9145,802,126,1527.058,1850.866,0,3.570,6.576,57.367,574.861,6177.405,46.407
9146,802,127,1596.438,1884.390,0,4.535,7.298,63.090,602.410,6142.536,0.072
9147,802,128,1656.729,1818.183,0,3.287,8.193,75.227,744.539,7743.969,7.839
9148,803,116,1468.093,1418.946,0,4.291,6.375,53.780,526.790,5603.288,9.256
9149,803,117,1697.862,1553.007,0,4.364,5.390,40.967,379.563,3934.574,11.070
9150,804,116,1381.962,1429.113,0,3.809,7.491,65.962,639.454,6605.066,35.259
9151,804,117,1564.639,1501.891,0,4.340,6.648,54.442,506.652,5123.069,15.338
9152,804,118,1588.627,1583.966,0,4.063,6.982,58.513,544.580,5424.685,12.906
9153,805,116,763.099,1455.270,0,3.491,7.039,63.369,633.401,6698.182,33.985
9154,805,117,812.359,1545.959,0,3.436,6.675,55.696,522.087,5237.984,16.220
9155,805,118,803.043,1579.084,0,2.938,6.084,54.716,575.235,6461.563,18.108
9156,805,119,826.154,1702.976,0,3.446,7.102,64.288,647.701,6901.429,40.347
9157,805,120,767.906,1725.203,0,3.259,6.786,55.421,511.138,5130.140,11.264
9158,805,121,701.048,1621.498,0,2.566,8.441,79.818,804.863,8463.449,3.133
9159,805,122,740.079,1675.574,0,3.531,6.219,49.000,444.877,4398.478,10.420
9160,805,123,736.740,1662.436,0,4.453,7.220,61.663,576.560,5734.328,24.976
9161,805,124,634.319,1849.775,0,4.013,7.995,74.084,744.559,7869.083,13.681
9162,805,125,739.916,1924.216,0,3.268,7.736,68.439,662.064,6796.209,18.728
9163,805,126,771.311,1922.922,0,3.802,6.770,58.723,569.165,5877.192,36.645
9164,805,127,822.437,1939.001,0,3.888,7.765,73.622,763.379,8299.529,8.907
9165,805,128,889.853,1879.440,0,16.499,4.418,24.459,157.032,1128.346,0.000
9166,805,129,953.055,1946.279,0,3.708,7.655,73.060,758.455,8227.255,16.678
9167,806,116,579.631,1479.353,0,5.746,4.870,30.899,233.728,2005.356,1.526
9168,806,117,563.277,1471.754,0,4.212,5.567,41.242,374.696,3851.179,15.794
9169,806,118,562.625,1457.599,0,7.855,5.013,32.569,252.795,2222.560,2.833E-7
9170,806,119,560.272,1467.753,0,4.928,4.859,34.720,312.631,3185.568,3.339E-5
9171,806,120,750.205,1601.813,0,3.055,6.560,57.625,579.514,6241.014,29.618
9172,806,121,756.386,1558.398,0,3.863,7.127,59.483,546.268,5354.157,44.557
9173,806,122,619.762,1540.875,0,3.252,7.036,58.700,536.023,5197.119,43.396
9174,807,116,912.327,1485.050,0,4.205,8.713,83.407,848.194,8998.000,2.183E-6
9175,807,117,954.700,1421.232,0,3.866,7.607,69.299,686.922,7133.750,22.699
9176,807,118,828.203,1318.221,0,3.663,8.349,78.415,793.575,8434.499,5.354
9177,807,119,830.281,1279.135,0,4.839,7.304,63.977,620.619,6418.931,28.382
9178,807,120,857.848,1455.722,0,3.468,7.344,66.332,652.941,6743.381,26.583
9179,807,121,892.176,1426.153,0,3.614,7.458,70.143,720.992,7770.460,54.231
9180,807,122,854.258,1561.253,0,4.029,7.697,69.225,675.980,6963.884,59.339
9181,807,123,889.834,1502.057,0,3.176,7.321,69.607,725.761,7900.554,32.987
9182,807,125,909.085,1518.708,0,3.967,7.265,61.947,585.850,5924.251,15.477
9183,807,126,928.969,1627.001,0,3.400,7.628,68.964,686.763,7251.218,11.782
9184,807,127,978.481,1667.278,0,3.818,5.373,41.007,379.474,3883.123,1.310
9185,807,128,999.634,1682.331,0,3.471,6.966,59.704,567.972,5734.899,12.690
9186,807,129,933.420,1672.758,0,3.911,6.652,56.774,539.408,5443.801,2.099
9187,807,130,948.421,1643.249,0,3.971,6.690,57.230,547.062,5580.458,4.961
9188,808,116,1338.991,1509.574,0,4.321,7.619,67.063,640.506,6434.301,20.545
9189,808,117,1192.535,1694.930,0,3.415,7.140,64.865,656.431,7037.134,16.301
9190,808,118,1232.971,1499.689,0,3.270,6.657,54.513,505.389,5077.956,21.771
9191,808,119,1271.969,1647.651,0,4.385,7.115,63.134,627.533,6642.006,11.934
9192,808,120,1214.510,1664.928,0,4.062,6.640,56.790,556.201,5869.637,32.740
9193,808,121,1208.935,1769.288,0,2.846,6.896,60.988,605.331,6382.177,47.097
9194,808,122,1208.318,1714.175,0,6.563,7.670,72.888,756.928,8224.795,2.489E-7
9195,808,123,1281.087,1741.032,0,3.738,8.181,74.668,724.215,7317.299,36.366
9196,808,124,1210.518,1706.658,0,9.480,3.833,20.584,140.841,1148.295,1.320E-19
9197,809,116,1323.912,1547.517,0,4.068,6.685,55.989,519.996,5150.073,18.213
9198,809,117,1235.998,1726.317,0,3.689,7.277,60.836,559.787,5535.030,40.819
9199,809,118,1262.986,1695.835,0,3.589,7.282,59.960,543.223,5289.195,11.587
9200,809,119,1386.832,1718.752,0,4.221,6.143,50.653,487.382,5096.883,4.156
9201,809,120,1370.511,1765.315,0,4.050,6.150,51.278,499.120,5267.169,0.268
9202,809,121,1392.353,1794.029,0,3.522,6.939,60.459,589.284,6134.308,52.582
9203,809,122,1379.917,1750.935,0,2.866,6.823,57.129,542.828,5593.432,19.256
9204,809,123,1425.020,1787.393,0,4.600,7.114,61.058,586.689,6059.213,22.211
9205,809,124,1389.965,1876.685,0,3.935,8.346,76.869,758.903,7875.334,15.318
9206,809,125,1332.510,1866.581,0,5.078,6.340,50.231,453.330,4440.150,7.147
9207,810,116,1152.599,1551.399,0,3.637,5.947,43.516,366.311,3409.316,0.928
9208,810,117,1129.303,1729.934,0,3.584,7.411,68.696,695.016,7367.264,40.957
9209,810,118,1089.933,1811.336,0,4.331,7.214,61.570,582.554,5881.024,35.162
9210,810,119,1003.155,1885.134,0,3.695,7.458,68.922,697.493,7403.772,30.971
9211,810,120,969.786,1882.322,0,4.047,6.934,56.662,519.395,5166.917,31.327
9212,810,121,952.333,1890.075,0,4.146,7.934,73.519,736.725,7750.496,32.496
9213,810,122,903.098,1898.109,0,7.723,7.651,69.271,688.522,7240.844,3.660
9214,810,123,903.600,1895.739,0,9.318,7.847,73.762,751.905,8030.541,5.643E-6
9215,810,124,903.287,1897.970,0,8.872,7.808,73.284,748.048,7998.607,0.038
9216,810,125,864.863,2031.641,0,3.267,7.033,64.718,658.833,7060.981,43.148
9217,810,126,1012.125,1961.820,0,5.349,7.431,63.650,594.345,5870.039,5.641
9218,810,127,1052.890,1984.950,0,5.896,5.317,41.072,382.111,3917.987,4.197E-4
9219,810,128,1054.094,1972.828,0,5.317,4.918,36.568,340.826,3563.897,0.011
9220,810,129,1002.393,1946.480,0,4.677,5.899,45.528,412.323,4106.676,1.764
9221,810,133,994.762,1850.717,0,5.072,6.583,53.555,488.986,4788.369,10.823
9222,810,135,982.982,1832.868,0,4.552,6.050,51.857,515.703,5524.705,9.804
9223,810,136,974.443,1820.761,0,5.322,5.397,39.534,348.503,3423.708,0.012
9224,810,137,1041.976,1816.446,0,8.200,3.702,22.759,196.240,2016.388,1.292
9225,810,138,1032.523,1808.392,0,9.580,3.724,19.669,137.433,1180.237,0.002
9226,810,139,1017.462,1798.614,0,7.698,4.370,28.570,245.741,2466.064,0.135
9227,810,140,1006.361,1790.566,0,9.238,4.224,22.904,151.143,1174.991,12.871
